,class,xbox,ybox,width,height,onpixel,xbar,ybar,xvar,yvar,xycorr,x2ybar,xy2bar,xedge,xedgeycorr,yedge,yedgexcorr
14193,24,4,4,4,6,2,4,8,8,2,7,5,11,3,8,2,11
14194,2,4,11,4,8,3,5,8,10,8,8,8,5,3,8,4,8
14195,0,7,10,7,8,4,7,10,2,10,11,9,4,3,9,5,5
14196,13,6,13,6,8,5,7,9,3,4,10,6,6,4,9,7,7
14197,17,2,2,3,3,2,4,4,5,7,2,2,6,1,7,1,6
14198,7,2,7,4,4,1,8,6,3,0,7,0,8,2,7,1,8
14199,3,5,9,7,6,4,7,8,6,6,7,7,6,6,10,2,5
14200,0,8,11,8,8,6,6,10,1,9,11,9,5,3,9,4,4
14201,22,3,5,5,6,5,10,11,6,3,3,8,12,3,10,5,10
14202,22,4,7,5,8,5,8,11,5,1,5,8,12,2,10,5,8
14203,24,2,1,2,1,0,4,7,6,2,7,6,11,3,8,2,10
14204,21,3,4,5,5,1,7,10,2,2,8,12,8,1,11,0,8
14205,25,3,6,4,4,2,8,7,2,9,11,5,8,2,8,6,8
14206,8,4,6,5,4,2,11,5,2,7,14,3,8,0,8,0,8
14207,23,3,1,4,2,1,7,8,6,8,7,10,8,3,10,1,8
14208,12,6,8,8,6,5,10,8,4,7,10,1,7,3,6,4,11
14209,3,5,7,8,5,3,7,8,3,5,10,7,7,5,7,1,8
14210,21,5,6,5,4,2,3,12,5,5,13,11,6,1,11,1,6
14211,24,11,15,10,8,5,4,8,5,8,9,12,12,6,11,3,6
14212,24,6,9,9,7,6,3,8,3,8,11,12,12,4,7,4,4
14213,3,5,8,7,6,3,10,7,3,5,10,2,5,5,8,1,7
14214,21,1,0,2,0,0,7,9,2,2,6,12,8,1,10,0,8
14215,19,2,4,3,2,2,6,8,2,7,11,7,9,2,8,4,8
14216,16,9,12,9,7,4,6,10,1,3,7,10,7,8,12,1,6
14217,16,6,9,6,4,4,5,8,2,3,8,9,7,9,10,2,5
14218,4,3,10,4,7,2,7,6,8,8,6,6,11,2,8,5,11
14219,23,4,3,5,5,2,7,4,14,5,7,14,8,3,9,0,8
14220,21,5,6,6,8,9,8,6,7,4,7,7,8,10,9,4,5
14221,5,7,10,8,8,5,9,8,3,7,10,3,6,3,8,5,9
14222,7,4,10,5,5,4,9,5,5,2,10,6,11,6,5,5,10
14223,25,3,9,4,7,2,7,7,4,13,10,6,8,0,8,8,8
14224,25,5,10,7,8,5,7,8,2,9,11,7,7,1,8,6,7
14225,9,4,7,7,5,7,9,6,2,2,8,4,7,7,5,2,6
14226,22,3,5,4,7,4,8,5,6,3,9,5,11,3,8,4,8
14227,9,5,10,8,8,6,6,6,3,4,9,9,9,8,5,2,7
14228,13,1,0,1,1,0,3,12,4,2,11,9,6,0,8,2,7
14229,20,6,9,6,6,4,3,11,2,3,9,10,8,3,12,1,7
14230,8,2,9,3,6,1,12,3,10,3,13,6,13,1,6,0,8
14231,21,5,8,7,6,4,9,10,1,7,3,11,8,2,12,2,9
14232,3,5,9,6,7,4,7,9,5,5,7,6,7,6,9,2,6
14233,24,4,9,6,7,7,6,6,3,4,6,6,9,8,7,8,7
14234,11,4,9,4,6,3,8,6,8,5,9,4,7,3,8,3,8
14235,8,3,10,4,8,1,13,1,9,5,14,2,12,0,7,0,8
14236,9,4,5,7,3,4,8,7,3,4,9,6,7,8,6,2,7
14237,6,5,8,7,6,10,8,8,4,3,6,7,7,7,11,9,9
14238,16,7,10,7,8,6,4,10,3,2,9,8,7,7,12,2,5
14239,3,8,12,7,6,3,7,10,4,6,3,5,9,5,9,2,7
14240,15,3,1,4,2,3,7,7,6,6,7,6,8,5,8,4,8
14241,4,4,10,6,7,8,7,5,4,3,7,5,10,8,7,8,13
14242,25,5,11,6,9,3,7,7,4,15,9,6,8,0,8,8,8
14243,0,1,0,1,0,0,8,14,2,4,6,10,8,0,8,0,8
14244,0,3,4,4,3,1,5,13,3,6,11,9,4,1,11,1,5
14245,12,3,5,6,4,4,7,8,5,4,8,5,8,3,6,4,11
14246,8,1,7,2,5,1,11,3,10,3,12,7,13,1,6,0,8
14247,6,3,7,5,5,4,8,8,3,6,10,5,6,2,8,4,10
14248,9,8,9,12,8,12,8,9,4,4,7,6,7,12,7,7,3
14249,15,5,11,5,8,3,7,6,15,1,7,8,8,3,8,0,8
14250,11,5,7,7,6,5,6,6,6,7,9,6,8,3,6,5,6
14251,17,5,4,5,7,1,0,0,6,6,0,1,5,0,8,0,8
14252,15,3,7,5,5,3,6,7,3,6,10,8,9,3,9,2,6
14253,1,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8
14254,4,5,10,6,8,3,8,6,8,9,6,5,11,2,8,6,10
14255,13,5,12,5,7,4,10,8,3,5,11,4,5,3,7,7,9
14256,7,4,8,6,7,7,10,8,3,4,6,7,6,5,9,5,5
14257,20,3,8,4,6,2,7,9,4,2,7,12,8,2,10,0,8
14258,14,6,11,6,8,4,5,7,7,8,12,9,14,2,10,4,7
14259,6,4,2,4,4,4,7,7,5,5,6,6,6,2,8,6,9
14260,3,3,6,4,4,3,7,9,6,4,7,6,6,5,9,1,6
14261,4,5,9,6,7,4,7,6,7,8,11,6,11,2,11,4,9
14262,9,5,9,6,6,6,8,5,11,0,6,9,8,7,5,0,7
14263,10,5,10,6,8,4,7,7,4,4,7,6,8,3,8,4,8
14264,16,4,10,6,8,4,8,8,4,2,7,8,8,8,9,0,8
14265,24,2,7,4,5,3,5,6,3,6,6,6,10,3,8,5,9
14266,18,3,3,4,5,2,4,12,9,2,10,6,4,1,10,4,8
14267,15,4,2,5,4,4,8,7,6,7,7,6,8,3,8,4,8
14268,22,3,8,4,9,5,9,7,8,3,5,6,9,3,8,6,10
14269,22,4,8,5,10,6,8,6,8,5,5,6,8,4,9,7,11
14270,10,4,9,6,6,4,7,6,3,8,5,6,9,3,8,7,8
14271,20,1,1,3,2,1,6,12,2,2,8,11,8,2,10,0,8
14272,6,7,10,5,6,4,6,7,5,5,10,6,8,5,7,8,9
14273,2,4,6,5,5,5,6,7,5,6,7,4,7,4,7,6,5
14274,12,2,2,3,3,2,7,8,4,5,7,5,7,2,7,5,8
14275,14,7,13,5,7,4,7,7,4,3,9,8,11,4,9,9,11
14276,11,5,5,7,8,3,7,8,9,8,8,7,6,3,8,4,8
14277,5,3,4,5,3,2,9,7,3,7,10,4,7,1,9,5,10
14278,22,4,8,5,10,6,8,5,7,4,9,5,8,3,8,4,7
14279,18,6,6,8,8,9,6,7,5,3,8,7,6,7,13,6,9
14280,4,2,3,3,4,2,7,8,8,7,5,7,9,2,7,5,11
14281,5,6,9,5,5,2,10,2,2,4,10,2,9,2,7,3,10
14282,11,8,15,6,8,4,5,7,6,3,10,7,9,5,9,5,8
14283,6,3,1,4,3,3,8,8,5,6,7,5,5,2,8,6,8
14284,15,6,9,9,6,5,8,7,3,6,10,5,8,3,8,3,7
14285,2,5,10,6,8,6,5,7,9,7,7,6,6,2,8,3,8
14286,6,1,0,1,1,1,7,7,6,4,6,6,7,1,8,6,9
14287,25,5,9,6,7,3,7,7,4,15,9,6,8,0,8,8,8
14288,5,7,15,6,8,3,9,5,4,4,13,6,9,2,9,3,8
14289,25,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8
14290,12,8,10,8,5,5,8,9,3,6,9,2,6,7,4,6,6
14291,3,2,0,2,1,1,7,7,12,1,5,6,8,5,8,0,8
14292,4,5,10,6,8,3,7,6,8,8,6,6,9,2,7,6,10
14293,2,8,13,8,7,4,11,3,5,5,13,2,11,5,7,4,9
14294,15,5,6,7,4,4,5,8,4,6,10,8,9,3,8,3,7
14295,15,3,8,4,6,3,8,7,13,1,7,7,8,3,8,0,8
14296,5,9,15,7,8,4,7,5,5,6,8,2,8,4,6,6,8
14297,25,3,7,4,5,4,9,9,5,3,7,5,7,3,8,9,4
14298,22,4,6,5,8,4,7,8,5,2,8,9,10,3,9,6,8
14299,10,3,8,4,6,3,7,7,4,4,7,6,8,3,8,4,8
14300,1,1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8
14301,16,3,9,5,6,3,4,8,5,1,7,8,8,8,10,0,8
14302,1,2,7,4,5,4,10,7,2,4,8,5,5,3,9,5,7
14303,8,2,7,3,5,1,12,2,9,4,13,5,13,1,6,0,8
14304,5,7,10,9,8,12,8,6,5,4,8,6,8,7,8,15,10
14305,13,3,6,3,4,1,2,13,5,3,11,9,6,0,8,3,6
14306,22,5,6,6,8,6,7,10,4,2,7,9,11,3,9,5,8
14307,21,1,3,3,1,1,7,11,1,6,7,11,8,1,11,1,8
14308,24,1,0,1,0,0,4,6,5,2,7,6,11,2,8,2,10
14309,11,3,9,4,7,4,7,6,8,4,7,5,11,3,8,3,9
14310,15,4,4,4,6,2,7,10,15,2,7,3,8,3,8,0,8
14311,6,1,0,2,1,1,7,7,7,4,7,6,7,1,8,6,8
14312,22,3,7,5,5,4,7,4,7,4,7,5,10,2,8,3,9
14313,25,5,10,6,8,6,9,6,5,9,8,5,7,1,7,7,8
14314,18,8,12,8,6,5,9,8,4,5,13,4,4,4,10,6,8
14315,16,5,9,8,7,7,6,11,2,2,7,8,8,8,11,1,8
14316,8,1,4,3,3,1,9,6,2,6,14,4,8,0,7,0,8
14317,20,3,3,4,2,1,4,13,3,2,10,11,7,2,11,1,8
14318,0,2,3,3,2,1,5,12,2,7,11,9,4,1,10,2,5
14319,17,7,13,6,7,3,8,3,3,5,11,4,13,2,7,6,8
14320,13,4,8,6,6,3,7,10,4,6,13,7,5,2,9,2,7
14321,11,5,7,6,5,4,7,10,8,5,5,8,11,5,9,4,7
14322,3,5,8,7,6,4,7,8,6,5,7,6,5,7,11,3,5
14323,20,4,10,6,8,3,6,11,3,4,7,12,9,2,10,1,9
14324,24,5,9,7,7,7,6,9,5,4,7,4,8,4,7,7,9
14325,10,4,8,6,6,5,7,6,2,6,7,7,9,5,9,7,7
14326,10,2,6,4,4,2,7,8,3,8,6,6,6,3,8,7,7
14327,21,5,9,5,6,3,3,10,2,7,11,11,6,0,10,2,4
14328,7,7,12,6,7,3,12,2,3,1,10,4,11,4,4,4,9
14329,24,4,7,4,5,2,4,6,8,2,7,7,11,3,8,3,11
14330,18,4,5,4,8,2,3,13,8,2,11,7,3,1,10,4,8
14331,25,5,9,5,4,3,6,7,2,8,11,8,9,3,8,5,5
14332,8,2,4,3,6,1,14,2,7,5,14,2,11,0,7,0,8
14333,10,3,7,4,5,2,7,7,4,4,7,6,8,3,8,4,8
14334,16,7,12,7,7,4,1,9,2,3,9,11,9,8,10,1,6
14335,5,4,9,4,6,4,8,8,5,8,5,5,6,0,7,9,7
14336,16,6,6,7,4,4,6,11,4,2,8,7,6,9,12,2,5
14337,22,4,6,5,8,5,7,10,4,3,6,9,11,3,8,6,8
14338,18,4,7,5,5,3,6,11,4,4,13,6,3,1,10,3,9
14339,5,1,0,1,1,0,8,7,4,6,5,6,8,0,8,7,8
14340,10,4,6,7,4,3,5,8,2,8,11,10,9,3,8,3,6
14341,14,4,8,5,6,3,8,7,7,6,6,7,9,4,8,3,9
14342,16,10,11,10,8,6,2,11,2,3,10,11,9,8,10,2,6
14343,16,5,11,8,8,4,10,8,5,2,7,9,8,9,9,0,8
14344,2,5,3,6,4,4,7,7,7,7,7,6,4,3,8,3,7
14345,10,9,15,10,9,6,8,7,2,8,11,5,7,5,9,4,7
14346,2,4,9,6,6,8,9,8,4,5,7,7,6,4,9,8,5
14347,2,6,11,6,6,3,11,3,4,5,12,2,8,5,7,3,10
14348,23,3,3,4,2,2,7,8,5,6,6,9,9,5,10,0,7
14349,7,4,7,5,5,3,7,5,3,0,7,1,8,2,7,1,8
14350,11,1,3,2,1,1,8,7,6,4,9,5,8,2,8,2,8
14351,22,3,7,4,7,3,7,6,8,5,5,6,8,3,8,5,9
14352,0,4,5,4,4,2,6,11,2,7,11,9,4,1,11,2,4
14353,7,3,2,5,3,2,8,2,2,2,6,1,8,2,6,2,7
14354,0,6,8,6,6,4,6,11,4,5,11,9,5,3,12,2,4
14355,25,7,8,5,11,5,7,7,5,3,11,7,8,3,9,11,6
14356,14,2,3,3,4,1,6,7,7,9,9,6,13,1,9,4,9
14357,21,7,8,7,6,4,3,11,2,7,12,11,6,0,10,2,5
14358,15,5,10,5,7,3,7,6,15,1,7,7,8,3,8,0,8
14359,0,2,7,3,4,1,7,14,0,6,7,11,8,0,8,0,8
14360,0,1,0,2,0,0,8,14,2,4,6,10,8,0,8,0,8
14361,7,3,5,4,4,3,8,8,2,4,7,8,8,4,9,3,6
14362,15,1,1,2,1,1,7,7,11,1,7,6,8,3,8,0,8
14363,13,7,11,6,6,3,6,10,2,6,11,7,5,2,9,6,5
14364,11,3,5,4,4,3,8,7,7,4,9,5,8,2,8,2,8
14365,25,6,7,5,11,4,7,8,4,2,11,7,7,3,9,11,6
14366,4,6,9,8,6,7,7,8,5,3,6,6,9,5,7,7,7
14367,11,7,9,5,5,3,6,8,5,4,8,4,6,5,9,5,7
14368,1,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
14369,1,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
14370,19,7,10,9,8,9,8,7,6,2,7,6,10,5,8,8,10
14371,25,5,9,6,5,3,10,3,4,6,12,4,10,3,8,7,10
14372,18,2,4,4,2,2,7,10,4,3,12,5,3,1,10,2,8
14373,15,7,11,10,8,8,5,9,3,6,10,9,8,6,11,5,6
14374,20,4,9,6,7,1,8,8,5,3,6,14,8,3,9,0,8
14375,8,4,7,5,5,3,7,5,5,4,14,8,13,1,6,1,6
14376,2,5,10,6,7,5,5,7,9,7,6,5,4,3,8,5,10
14377,4,2,1,2,1,1,8,6,6,6,6,5,9,1,7,5,10
14378,3,3,4,5,3,2,8,8,3,5,10,4,6,5,9,1,6
14379,7,4,9,6,6,5,6,5,3,3,4,1,6,4,5,4,6
14380,21,5,6,6,4,2,4,10,2,7,10,11,5,2,11,3,4
14381,9,8,9,11,8,13,8,7,5,5,7,6,7,13,9,8,2
14382,23,4,5,5,4,2,5,8,5,8,10,8,9,3,9,2,6
14383,0,3,11,5,8,1,9,15,0,6,6,11,8,0,8,0,8
14384,3,6,11,7,8,6,8,7,13,1,6,6,7,7,7,1,10
14385,7,3,10,6,7,2,7,3,3,3,7,1,8,3,6,3,7
14386,3,4,9,5,6,4,7,8,6,5,7,6,6,6,9,1,6
14387,21,2,3,3,2,1,8,10,1,6,6,11,8,1,11,2,7
14388,17,6,12,5,7,4,5,6,3,6,12,8,12,3,7,7,8
14389,0,5,9,6,6,5,6,7,7,7,8,9,8,3,9,6,9
14390,3,4,7,5,5,4,7,6,7,5,6,4,7,3,7,3,7
14391,11,5,10,6,8,5,7,8,8,6,7,8,8,2,8,3,8
14392,16,6,7,6,5,5,3,11,2,2,10,10,8,6,11,2,7
14393,6,3,6,4,4,4,7,7,5,4,6,5,7,3,8,5,7
14394,12,5,5,5,8,3,5,10,10,4,7,5,8,3,7,6,11
14395,8,2,9,3,7,1,14,2,7,5,14,2,10,0,7,0,8
14396,5,6,8,7,6,4,7,8,3,8,10,5,6,2,6,5,8
14397,13,2,1,3,2,2,5,10,4,5,11,9,5,1,10,3,6
14398,1,4,10,5,7,3,7,7,0,7,13,6,8,0,8,1,8
14399,17,4,9,6,6,7,6,7,3,6,7,7,11,6,11,6,5
14400,5,6,11,6,6,3,9,6,4,3,13,7,9,3,10,3,8
14401,17,3,8,5,6,6,6,7,3,6,8,7,11,6,10,5,6
14402,21,8,13,7,7,4,7,7,5,3,10,8,5,4,9,5,4
14403,19,4,8,6,6,5,7,8,6,9,6,4,9,3,8,6,8
14404,2,4,8,6,6,5,7,7,7,6,6,6,4,3,8,3,7
14405,7,2,4,4,3,2,11,2,3,2,11,2,10,2,6,2,9
14406,0,5,7,5,5,3,7,11,4,7,11,8,4,3,12,3,5
14407,21,4,9,7,7,3,7,11,1,8,6,12,8,1,11,2,8
14408,14,6,10,5,5,3,7,8,4,3,9,8,10,4,9,8,10
14409,20,6,7,5,5,2,4,12,4,4,11,11,7,3,10,1,8
14410,2,5,5,6,8,3,5,7,10,10,7,6,6,3,8,4,8
14411,16,5,5,7,5,7,7,8,5,5,7,5,8,9,8,8,6
14412,14,4,7,5,5,5,5,7,3,5,8,6,11,6,9,4,9
14413,23,5,8,7,6,6,8,8,8,5,6,7,9,3,8,4,6
14414,22,5,10,6,9,3,8,7,8,6,6,7,8,3,8,5,9
14415,20,3,6,5,4,2,7,12,2,3,6,11,9,2,10,1,8
14416,0,2,9,4,6,1,9,14,0,6,5,11,8,0,8,0,8
14417,25,2,4,3,3,2,8,7,5,9,6,6,7,1,8,7,8
14418,25,10,15,10,9,7,8,6,3,9,12,6,9,4,5,8,7
14419,0,7,9,7,7,4,4,13,5,6,12,9,3,2,12,2,4
14420,3,11,15,14,8,5,10,5,4,4,14,1,7,6,6,0,7
14421,5,4,8,5,6,3,6,8,4,7,10,8,7,2,8,5,5
14422,3,2,4,2,2,2,7,8,5,4,7,6,6,5,9,1,5
14423,13,3,7,4,5,3,3,11,3,5,11,10,6,1,10,2,6
14424,1,1,3,2,2,0,7,8,1,6,13,6,8,0,8,0,8
14425,10,2,3,3,1,1,8,7,3,8,6,6,8,2,8,5,8
14426,22,3,5,3,6,3,9,6,6,3,8,6,11,3,9,5,8
14427,19,4,9,6,7,5,9,7,2,7,11,5,8,3,7,6,10
14428,0,6,7,6,5,4,6,10,1,10,11,9,5,0,10,3,4
14429,23,4,8,5,6,2,7,3,15,6,7,13,8,3,9,0,8
14430,20,4,6,5,4,2,7,11,3,3,8,11,8,3,10,3,8
14431,7,3,7,5,4,2,7,4,3,1,6,1,8,3,6,2,7
14432,20,3,6,3,4,2,4,11,1,3,9,10,7,2,11,0,8
14433,25,4,8,6,6,5,9,10,6,5,7,5,8,3,9,10,7
14434,22,4,8,5,6,5,8,5,7,3,6,7,8,3,7,6,9
14435,23,1,0,2,1,0,7,5,10,4,7,12,8,3,10,0,8
14436,7,2,3,3,1,1,11,2,3,1,9,2,9,1,6,2,8
14437,4,4,8,5,6,4,5,8,5,5,8,8,9,2,7,4,10
14438,2,6,10,6,5,4,7,7,4,7,10,5,6,5,9,7,5
14439,21,6,9,5,4,3,6,8,4,5,10,7,5,3,9,4,4
14440,11,4,9,6,6,7,8,7,5,1,7,6,8,8,8,5,10
14441,9,4,4,7,3,3,7,7,3,5,9,7,8,9,7,2,7
14442,24,3,5,4,4,3,5,6,4,7,7,7,11,3,9,5,10
14443,20,3,7,4,5,3,7,11,1,2,6,10,8,3,12,1,8
14444,12,2,4,4,3,2,8,7,4,5,8,5,7,2,7,4,11
14445,12,4,9,6,6,5,9,8,3,6,9,3,8,3,6,4,11
14446,17,2,4,2,3,1,5,4,5,7,2,2,4,1,7,1,6
14447,7,3,4,5,3,2,8,2,2,2,7,2,8,2,6,3,6
14448,22,5,5,7,4,5,7,5,5,5,7,5,9,5,4,7,7
14449,18,4,8,5,6,4,3,13,6,2,11,8,4,0,9,3,8
14450,15,7,11,10,8,9,8,7,3,6,10,4,7,4,9,4,9
14451,1,2,9,2,7,2,8,7,0,9,7,6,7,0,8,3,7
14452,8,5,10,6,8,4,8,7,3,6,14,5,9,1,6,1,7
14453,13,8,14,7,8,3,5,10,3,5,12,6,5,2,8,6,4
14454,24,1,0,1,0,0,4,6,6,2,7,6,11,3,7,2,10
14455,22,5,9,6,8,3,8,7,8,6,6,7,9,3,8,5,9
14456,14,4,9,5,7,4,6,7,6,8,5,8,11,1,7,4,9
14457,0,3,4,4,2,2,5,12,3,6,11,9,4,2,11,2,5
14458,6,6,9,8,7,8,8,7,5,5,9,5,6,4,8,7,11
14459,8,3,9,4,7,1,12,2,9,4,14,5,13,1,6,0,8
14460,24,3,5,5,3,3,6,7,1,6,10,7,10,3,8,3,8
14461,10,3,4,4,3,2,8,7,3,9,6,6,8,2,8,6,8
14462,3,3,3,4,5,2,7,7,14,2,5,6,8,5,8,0,8
14463,16,3,1,4,2,2,5,11,3,2,8,9,9,6,11,0,8
14464,15,3,4,4,2,3,8,7,6,6,7,6,8,6,8,4,7
14465,25,2,4,4,3,2,7,8,2,9,11,7,7,1,8,5,6
14466,16,7,9,7,4,4,5,8,2,4,8,10,8,10,10,2,6
14467,1,8,14,7,8,4,7,9,3,7,14,5,4,3,7,6,8
14468,16,5,9,7,7,6,5,11,2,2,7,8,9,7,12,1,8
14469,21,5,9,6,7,2,9,11,2,2,6,12,8,1,11,0,8
14470,3,3,7,5,5,3,7,8,6,4,7,6,7,5,9,1,6
14471,5,3,5,5,4,2,8,7,2,8,11,6,7,1,9,4,8
14472,16,4,9,6,7,6,7,5,6,2,7,7,8,6,8,4,8
14473,21,3,4,4,3,2,4,10,2,7,10,10,6,2,11,4,3
14474,5,5,9,5,4,2,8,7,4,3,13,7,7,3,10,3,7
14475,19,5,6,5,8,3,3,7,6,11,7,6,15,0,8,7,7
14476,10,4,10,5,7,2,7,7,5,4,7,6,8,3,8,4,8
14477,20,6,7,6,5,3,4,11,1,3,8,10,8,5,11,2,7
14478,9,3,7,5,5,5,7,9,6,3,7,7,9,5,9,5,10
14479,17,2,0,2,1,0,2,0,6,4,0,3,4,0,8,0,8
14480,8,2,4,3,7,1,14,2,6,5,14,1,10,0,7,0,8
14481,15,5,5,6,6,3,7,6,15,0,7,8,8,3,8,0,8
14482,18,5,8,7,6,5,9,7,2,5,13,4,6,2,9,3,9
14483,5,1,3,3,2,1,8,7,3,7,10,7,8,1,9,5,8
14484,14,5,9,5,7,3,3,8,5,8,11,10,13,1,9,3,7
14485,0,2,1,2,2,1,7,11,1,6,7,10,8,1,10,1,8
14486,2,4,7,4,5,4,5,7,8,7,6,5,6,2,8,3,8
14487,22,5,11,4,6,3,11,4,3,6,9,4,8,3,9,6,13
14488,2,2,5,4,4,3,9,7,5,6,10,4,6,2,8,3,8
14489,7,1,1,2,1,0,8,4,2,0,7,1,8,2,7,1,8
14490,20,6,9,6,4,2,6,9,4,2,9,7,5,5,12,2,7
14491,12,4,4,4,6,3,6,9,9,4,7,5,8,3,8,5,10
14492,11,3,3,4,5,2,7,7,9,6,7,7,7,3,8,4,8
14493,5,3,10,4,7,4,8,7,7,5,7,7,8,2,8,8,8
14494,19,3,5,4,5,4,5,9,4,4,8,7,8,4,11,7,7
14495,18,5,8,7,6,4,9,8,3,7,13,4,5,4,10,5,10
14496,20,9,12,7,7,3,7,11,6,4,10,10,4,5,12,3,9
14497,3,5,11,5,8,5,7,7,13,1,6,6,8,6,9,1,6
14498,4,7,11,7,8,6,6,6,6,6,10,7,12,2,9,4,10
14499,15,3,8,4,5,2,7,9,15,2,7,3,8,3,8,0,8
14500,4,2,3,2,2,1,7,6,6,5,7,6,9,2,9,4,9
14501,21,3,9,5,7,2,7,10,1,3,7,12,8,1,11,0,8
14502,24,6,8,9,7,7,10,4,2,3,10,3,8,6,6,7,13
14503,22,5,9,5,11,7,8,7,7,3,8,7,9,3,8,6,8
14504,11,6,12,4,6,3,6,7,7,3,10,7,9,5,10,5,7
14505,7,6,8,8,7,7,6,7,3,5,7,8,10,8,11,4,7
14506,17,5,11,7,8,5,7,4,1,8,8,2,10,0,6,3,8
14507,19,2,3,4,2,2,7,8,2,7,11,7,8,2,8,3,8
14508,13,5,11,5,8,2,1,15,5,3,12,8,3,0,8,3,6
14509,16,3,2,5,3,3,8,11,3,2,6,9,8,7,11,0,8
14510,25,2,7,3,5,1,7,7,3,13,9,6,8,0,8,8,8
14511,19,4,11,6,8,6,8,7,5,9,6,5,9,3,8,6,9
14512,19,7,10,9,8,7,7,7,2,8,11,7,9,3,8,5,8
14513,12,3,5,5,4,4,8,7,4,5,9,4,7,3,7,4,10
14514,7,3,5,5,8,2,8,5,3,1,7,0,8,2,7,2,8
14515,16,4,2,6,3,3,7,11,3,2,7,9,8,8,10,1,8
14516,20,5,6,5,4,3,2,12,3,3,10,11,8,2,11,1,7
14517,5,5,10,6,8,3,10,6,4,8,11,3,8,2,8,5,11
14518,23,6,10,8,8,5,5,8,6,8,7,10,10,3,9,1,8
14519,6,4,9,4,7,5,6,8,8,6,7,5,7,2,8,7,9
14520,8,1,2,2,3,1,11,6,2,5,11,3,8,0,7,1,7
14521,10,1,1,2,1,0,8,7,3,4,7,6,8,2,8,4,8
14522,16,8,11,8,6,5,8,8,4,4,6,9,6,10,10,3,6
14523,10,4,8,5,6,3,7,7,4,4,7,6,7,3,8,4,8
14524,6,5,9,5,5,5,8,8,3,5,9,5,6,6,4,6,8
14525,17,4,9,5,7,2,2,4,2,9,2,0,8,0,7,1,5
14526,11,3,4,4,3,2,7,7,7,4,9,6,8,3,8,3,8
14527,16,5,10,8,8,8,8,11,2,3,6,8,8,8,10,1,8
14528,19,5,5,5,8,3,3,8,6,12,7,6,15,0,8,7,6
14529,12,1,1,2,1,1,6,9,8,4,7,5,8,2,7,4,11
14530,9,5,10,5,8,4,8,7,12,2,6,9,8,8,6,0,8
14531,2,5,10,7,7,7,9,7,4,6,9,4,6,3,8,3,8
14532,23,7,9,8,7,5,6,6,6,9,8,6,8,4,8,4,3
14533,13,8,12,7,6,3,5,10,2,5,12,6,4,2,9,6,4
14534,15,3,6,4,4,3,7,8,12,1,7,4,8,3,8,0,8
14535,14,6,9,6,7,3,5,8,7,8,13,9,9,2,11,3,6
14536,14,2,1,3,2,1,6,8,7,7,9,7,12,1,10,3,9
14537,11,2,1,2,1,1,8,7,6,5,7,6,8,2,8,3,8
14538,7,4,11,6,8,4,12,2,3,3,11,1,9,3,7,3,9
14539,7,6,11,8,8,8,8,7,6,5,6,6,9,6,8,7,3
14540,16,8,9,8,7,6,5,10,3,3,9,7,7,10,12,3,4
14541,3,4,4,5,6,2,7,7,14,2,4,6,8,6,8,0,8
14542,13,3,9,5,6,4,4,10,4,5,11,10,6,2,10,2,6
14543,8,2,8,3,6,1,9,5,4,7,12,4,11,1,6,1,7
14544,4,4,8,5,6,3,6,6,7,7,10,7,11,2,11,4,9
14545,15,3,7,4,5,4,6,6,7,6,6,7,9,3,9,3,8
14546,5,4,7,5,5,3,8,7,3,6,10,6,8,2,8,4,8
14547,23,2,0,2,0,0,7,5,10,4,7,13,8,3,10,0,8
14548,11,5,10,6,8,4,7,7,8,5,10,6,8,3,8,3,8
14549,3,4,5,5,4,3,7,8,5,5,7,7,6,6,9,2,5
14550,15,5,4,5,6,2,7,7,15,0,7,6,8,3,8,0,8
14551,20,3,6,4,4,2,9,11,3,3,4,11,9,2,10,1,8
14552,0,7,10,6,5,2,4,12,3,7,12,8,4,2,8,3,3
14553,23,6,10,8,8,11,7,6,4,5,7,7,8,11,9,7,10
14554,6,2,5,4,3,3,9,7,2,5,10,5,6,2,8,4,9
14555,12,4,6,6,4,4,9,8,4,6,9,3,7,3,6,4,11
14556,5,4,10,5,8,5,7,7,7,5,7,7,9,2,8,8,7
14557,13,3,4,5,3,2,4,12,4,4,13,8,4,1,10,1,7
14558,9,6,10,7,5,4,13,2,5,2,12,1,9,6,3,1,8
14559,15,3,3,4,4,2,7,5,14,1,7,9,8,3,9,0,8
14560,6,2,0,2,1,1,7,8,7,5,7,6,7,1,8,7,8
14561,24,3,5,5,3,3,5,7,2,7,10,9,11,3,8,3,7
14562,19,6,12,4,6,2,7,9,6,7,9,6,10,1,9,8,9
14563,8,4,11,5,8,3,8,9,0,7,14,5,6,1,9,1,8
14564,7,3,8,5,6,4,11,3,1,2,8,3,9,3,5,2,8
14565,12,4,4,5,6,3,6,10,9,3,7,5,8,3,8,6,11
14566,5,5,9,5,5,2,5,9,2,5,13,8,8,2,8,2,6
14567,24,3,6,4,4,1,4,7,8,1,7,6,11,3,8,2,11
14568,16,4,4,5,3,3,4,10,2,2,9,9,7,6,11,1,7
